SRRecordID,SRStatus,Method Received,ServiceRequest,SRType,SRCreatedDate,SRUpdatedDate,SRDueDate,SRClosedDate,Neighborhood,District,CouncilDistrict,PoliceDistrict,PolicePostCode,Latitude,Longitude,Location
SR-100443,Open,Phone,Illegal Dumping,Illegal Dumping Request,5/11/2021,5/11/2021,5/11/2021,5/11/2021,Berea,NORTHERN,12,NORTHERN,813,39.485439,-76.465991,"39.485439, -76.465991"
SR-100444,Open,Phone,Vacant Building,Vacant Building Request,12/15/2019,12/15/2019,12/15/2019,12/15/2019,Guilford,WESTERN,6,WESTERN,366,39.498816,-76.589915,"39.498816, -76.589915"
SR-100445,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,2/12/2021,2/12/2021,2/12/2021,2/12/2021,Harlem Park,CENTRAL,5,CENTRAL,109,39.325948,-76.360731,"39.325948, -76.360731"
SR-100446,In Progress,Phone,Parking Complaint,Parking Complaint Request,1/4/2020,1/4/2020,1/4/2020,1/4/2020,Morrell Park,NORTHERN,10,NORTHERN,853,39.393797,-76.360332,"39.393797, -76.360332"
SR-100447,Closed,Phone,Dead Animal,Dead Animal Request,1/1/2020,1/1/2020,1/1/2020,1/1/2020,Irvington,CENTRAL,2,CENTRAL,410,39.465279,-76.340771,"39.465279, -76.340771"
SR-100448,In Progress,Phone,Pothole,Pothole Request,12/21/2021,12/21/2021,12/21/2021,12/21/2021,Mount Washington,NORTHEASTERN,10,NORTHEASTERN,173,39.31628,-76.456373,"39.31628, -76.456373"
SR-100449,Open,Phone,Rat Rubout,Rat Rubout Request,7/12/2021,7/12/2021,7/12/2021,7/12/2021,Homeland,SOUTHERN,1,SOUTHERN,141,39.277215,-76.307118,"39.277215, -76.307118"
SR-100450,In Progress,Phone,Parking Complaint,Parking Complaint Request,1/10/2019,1/10/2019,1/10/2019,1/10/2019,Roland Park,SOUTHERN,10,SOUTHERN,573,39.276461,-76.492364,"39.276461, -76.492364"
SR-100451,In Progress,Phone,Street Light Out,Street Light Out Request,5/24/2020,5/24/2020,5/24/2020,5/24/2020,Govans,WESTERN,1,WESTERN,388,39.305302,-76.491616,"39.305302, -76.491616"
SR-100452,Open,Phone,Parking Complaint,Parking Complaint Request,10/5/2023,10/5/2023,10/5/2023,10/5/2023,Roland Park,WESTERN,7,WESTERN,161,39.3275,-76.505123,"39.3275, -76.505123"
SR-100453,Open,Phone,Dirty Street,Dirty Street Request,1/23/2023,1/23/2023,1/23/2023,1/23/2023,Upton,NORTHWESTERN,9,NORTHWESTERN,214,39.29942,-76.576264,"39.29942, -76.576264"
SR-100454,Closed,Phone,Illegal Dumping,Illegal Dumping Request,7/12/2019,7/12/2019,7/12/2019,7/12/2019,Cherry Hill,CENTRAL,6,CENTRAL,679,39.217963,-76.397489,"39.217963, -76.397489"
SR-100455,Closed,Phone,Illegal Dumping,Illegal Dumping Request,5/8/2019,5/8/2019,5/8/2019,5/8/2019,Park Heights,WESTERN,14,WESTERN,172,39.482025,-76.468242,"39.482025, -76.468242"
SR-100456,Open,Phone,Vacant Building,Vacant Building Request,2/21/2021,2/21/2021,2/21/2021,2/21/2021,Charles Village,EASTERN,14,EASTERN,884,39.344308,-76.358814,"39.344308, -76.358814"
SR-100457,Closed,Phone,Pothole,Pothole Request,4/27/2022,4/27/2022,4/27/2022,4/27/2022,Guilford,CENTRAL,13,CENTRAL,260,39.407234,-76.332186,"39.407234, -76.332186"
SR-100458,Open,Phone,Street Light Out,Street Light Out Request,10/15/2019,10/15/2019,10/15/2019,10/15/2019,Pen Lucy,NORTHWESTERN,7,NORTHWESTERN,202,39.217373,-76.491334,"39.217373, -76.491334"
SR-100459,Open,Phone,Dirty Street,Dirty Street Request,5/9/2021,5/9/2021,5/9/2021,5/9/2021,Greenmount West,WESTERN,11,WESTERN,617,39.325826,-76.490358,"39.325826, -76.490358"
SR-100460,Open,Phone,Graffiti,Graffiti Request,5/22/2020,5/22/2020,5/22/2020,5/22/2020,Irvington,NORTHERN,3,NORTHERN,620,39.482442,-76.437327,"39.482442, -76.437327"
SR-100461,Closed,Phone,Street Light Out,Street Light Out Request,2/28/2019,2/28/2019,2/28/2019,2/28/2019,Roland Park,NORTHERN,12,NORTHERN,799,39.389815,-76.518443,"39.389815, -76.518443"
SR-100462,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,12/20/2022,12/20/2022,12/20/2022,12/20/2022,Eastwood,SOUTHERN,12,SOUTHERN,432,39.434342,-76.462732,"39.434342, -76.462732"
SR-100463,In Progress,Phone,Vacant Building,Vacant Building Request,5/17/2021,5/17/2021,5/17/2021,5/17/2021,Morrell Park,NORTHEASTERN,11,NORTHEASTERN,416,39.206005,-76.59851,"39.206005, -76.59851"
SR-100464,Closed,Phone,Dirty Street,Dirty Street Request,5/13/2023,5/13/2023,5/13/2023,5/13/2023,Govans,SOUTHERN,9,SOUTHERN,859,39.2464,-76.375367,"39.2464, -76.375367"
SR-100465,Closed,Phone,Street Light Out,Street Light Out Request,8/18/2023,8/18/2023,8/18/2023,8/18/2023,Homeland,NORTHERN,11,NORTHERN,753,39.425583,-76.456474,"39.425583, -76.456474"
SR-100466,Open,Phone,Dirty Street,Dirty Street Request,7/26/2022,7/26/2022,7/26/2022,7/26/2022,Eastwood,NORTHERN,9,NORTHERN,146,39.341006,-76.538267,"39.341006, -76.538267"
SR-100467,Closed,Phone,Dirty Street,Dirty Street Request,3/12/2021,3/12/2021,3/12/2021,3/12/2021,Park Heights,NORTHWESTERN,2,NORTHWESTERN,533,39.229885,-76.438594,"39.229885, -76.438594"
SR-100468,Open,Phone,Street Light Out,Street Light Out Request,10/15/2023,10/15/2023,10/15/2023,10/15/2023,Belair-Edison,NORTHERN,7,NORTHERN,810,39.330565,-76.462681,"39.330565, -76.462681"
SR-100469,Closed,Phone,Dirty Street,Dirty Street Request,12/20/2019,12/20/2019,12/20/2019,12/20/2019,Govans,NORTHERN,6,NORTHERN,267,39.236147,-76.543082,"39.236147, -76.543082"
SR-100470,In Progress,Phone,Dirty Street,Dirty Street Request,3/11/2021,3/11/2021,3/11/2021,3/11/2021,Govans,NORTHERN,14,NORTHERN,693,39.263178,-76.465503,"39.263178, -76.465503"
SR-100471,Open,Phone,Parking Complaint,Parking Complaint Request,9/26/2019,9/26/2019,9/26/2019,9/26/2019,Oliver,NORTHERN,10,NORTHERN,219,39.425607,-76.46575,"39.425607, -76.46575"
SR-100472,In Progress,Phone,Dead Animal,Dead Animal Request,11/14/2021,11/14/2021,11/14/2021,11/14/2021,Sandtown-Winchester,CENTRAL,11,CENTRAL,787,39.438951,-76.379894,"39.438951, -76.379894"
SR-100473,Open,Phone,Vacant Building,Vacant Building Request,1/22/2022,1/22/2022,1/22/2022,1/22/2022,Homeland,EASTERN,8,EASTERN,213,39.435529,-76.456759,"39.435529, -76.456759"
SR-100474,Open,Phone,Pothole,Pothole Request,8/28/2021,8/28/2021,8/28/2021,8/28/2021,Pigtown,NORTHEASTERN,12,NORTHEASTERN,118,39.240431,-76.490443,"39.240431, -76.490443"
SR-100475,Open,Phone,Dirty Street,Dirty Street Request,6/10/2021,6/10/2021,6/10/2021,6/10/2021,Pen Lucy,NORTHEASTERN,13,NORTHEASTERN,735,39.284652,-76.40803,"39.284652, -76.40803"
SR-100476,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,6/15/2023,6/15/2023,6/15/2023,6/15/2023,Pen Lucy,WESTERN,4,WESTERN,602,39.311061,-76.301992,"39.311061, -76.301992"
SR-100477,Open,Phone,Illegal Dumping,Illegal Dumping Request,5/12/2023,5/12/2023,5/12/2023,5/12/2023,Pigtown,SOUTHERN,7,SOUTHERN,870,39.412856,-76.403651,"39.412856, -76.403651"
SR-100478,Open,Phone,Vacant Building,Vacant Building Request,4/27/2020,4/27/2020,4/27/2020,4/27/2020,Eastwood,EASTERN,6,EASTERN,127,39.491468,-76.599033,"39.491468, -76.599033"
SR-100479,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,1/22/2020,1/22/2020,1/22/2020,1/22/2020,Morrell Park,SOUTHERN,3,SOUTHERN,640,39.341126,-76.379881,"39.341126, -76.379881"
SR-100480,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,8/13/2020,8/13/2020,8/13/2020,8/13/2020,Clifton Park,CENTRAL,8,CENTRAL,161,39.401675,-76.33578,"39.401675, -76.33578"
SR-100481,Closed,Phone,Parking Complaint,Parking Complaint Request,5/27/2023,5/27/2023,5/27/2023,5/27/2023,Pen Lucy,WESTERN,7,WESTERN,533,39.445072,-76.593145,"39.445072, -76.593145"
SR-100482,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,1/26/2023,1/26/2023,1/26/2023,1/26/2023,Waverly,WESTERN,5,WESTERN,370,39.43336,-76.469446,"39.43336, -76.469446"
SR-100483,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,5/7/2023,5/7/2023,5/7/2023,5/7/2023,Berea,NORTHWESTERN,10,NORTHWESTERN,507,39.213855,-76.311848,"39.213855, -76.311848"
SR-100484,Open,Phone,Street Light Out,Street Light Out Request,6/8/2022,6/8/2022,6/8/2022,6/8/2022,Waverly,NORTHEASTERN,9,NORTHEASTERN,362,39.461201,-76.45989,"39.461201, -76.45989"
SR-100485,Open,Phone,Dirty Street,Dirty Street Request,2/14/2022,2/14/2022,2/14/2022,2/14/2022,Belair-Edison,SOUTHERN,7,SOUTHERN,297,39.498493,-76.424074,"39.498493, -76.424074"
SR-100486,In Progress,Phone,Street Light Out,Street Light Out Request,6/1/2023,6/1/2023,6/1/2023,6/1/2023,Eastwood,EASTERN,3,EASTERN,452,39.440845,-76.497068,"39.440845, -76.497068"
SR-100487,Open,Phone,Parking Complaint,Parking Complaint Request,10/3/2022,10/3/2022,10/3/2022,10/3/2022,Harlem Park,NORTHEASTERN,8,NORTHEASTERN,739,39.383915,-76.440951,"39.383915, -76.440951"
SR-100488,In Progress,Phone,Pothole,Pothole Request,1/16/2020,1/16/2020,1/16/2020,1/16/2020,Middle East,NORTHWESTERN,4,NORTHWESTERN,872,39.20634,-76.581006,"39.20634, -76.581006"
SR-100489,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,12/19/2021,12/19/2021,12/19/2021,12/19/2021,Mount Washington,CENTRAL,5,CENTRAL,337,39.26255,-76.368764,"39.26255, -76.368764"
SR-100490,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,10/28/2022,10/28/2022,10/28/2022,10/28/2022,Cherry Hill,NORTHERN,5,NORTHERN,200,39.427368,-76.516388,"39.427368, -76.516388"
SR-100491,In Progress,Phone,Dirty Street,Dirty Street Request,12/13/2019,12/13/2019,12/13/2019,12/13/2019,Berea,NORTHEASTERN,10,NORTHEASTERN,220,39.391613,-76.327712,"39.391613, -76.327712"
SR-100492,Open,Phone,Parking Complaint,Parking Complaint Request,10/28/2020,10/28/2020,10/28/2020,10/28/2020,Druid Heights,CENTRAL,2,CENTRAL,209,39.470334,-76.588172,"39.470334, -76.588172"
SR-100493,Closed,Phone,Vacant Building,Vacant Building Request,8/20/2023,8/20/2023,8/20/2023,8/20/2023,Berea,NORTHWESTERN,6,NORTHWESTERN,198,39.330394,-76.492832,"39.330394, -76.492832"
SR-100494,Closed,Phone,Dead Animal,Dead Animal Request,1/26/2020,1/26/2020,1/26/2020,1/26/2020,Upton,CENTRAL,1,CENTRAL,476,39.368865,-76.328221,"39.368865, -76.328221"
SR-100495,In Progress,Phone,Dirty Street,Dirty Street Request,11/14/2022,11/14/2022,11/14/2022,11/14/2022,Irvington,EASTERN,5,EASTERN,293,39.276142,-76.534947,"39.276142, -76.534947"
SR-100496,Open,Phone,Vacant Building,Vacant Building Request,12/16/2020,12/16/2020,12/16/2020,12/16/2020,Berea,CENTRAL,5,CENTRAL,494,39.465984,-76.44103,"39.465984, -76.44103"
SR-100497,In Progress,Phone,Rat Rubout,Rat Rubout Request,4/10/2022,4/10/2022,4/10/2022,4/10/2022,Curtis Bay,EASTERN,12,EASTERN,349,39.388975,-76.502649,"39.388975, -76.502649"
SR-100498,Closed,Phone,Graffiti,Graffiti Request,8/16/2020,8/16/2020,8/16/2020,8/16/2020,Sandtown-Winchester,NORTHERN,14,NORTHERN,176,39.498633,-76.427364,"39.498633, -76.427364"
SR-100499,Open,Phone,Illegal Dumping,Illegal Dumping Request,1/27/2021,1/27/2021,1/27/2021,1/27/2021,Govans,NORTHWESTERN,10,NORTHWESTERN,720,39.25936,-76.472644,"39.25936, -76.472644"
SR-100500,In Progress,Phone,Rat Rubout,Rat Rubout Request,11/25/2021,11/25/2021,11/25/2021,11/25/2021,Belair-Edison,SOUTHERN,7,SOUTHERN,671,39.273824,-76.460244,"39.273824, -76.460244"
SR-100501,In Progress,Phone,Rat Rubout,Rat Rubout Request,10/8/2022,10/8/2022,10/8/2022,10/8/2022,Pen Lucy,EASTERN,14,EASTERN,374,39.463906,-76.44205,"39.463906, -76.44205"
SR-100502,In Progress,Phone,Parking Complaint,Parking Complaint Request,3/28/2019,3/28/2019,3/28/2019,3/28/2019,Mount Washington,WESTERN,8,WESTERN,363,39.332733,-76.448072,"39.332733, -76.448072"
SR-100503,Closed,Phone,Pothole,Pothole Request,7/20/2023,7/20/2023,7/20/2023,7/20/2023,Oliver,NORTHERN,12,NORTHERN,269,39.288369,-76.467066,"39.288369, -76.467066"
SR-100504,Closed,Phone,Vacant Building,Vacant Building Request,7/11/2023,7/11/2023,7/11/2023,7/11/2023,Irvington,EASTERN,4,EASTERN,176,39.2301,-76.504977,"39.2301, -76.504977"
SR-100505,Open,Phone,Pothole,Pothole Request,3/1/2019,3/1/2019,3/1/2019,3/1/2019,Eastwood,WESTERN,1,WESTERN,571,39.279162,-76.38869,"39.279162, -76.38869"
SR-100506,In Progress,Phone,Vacant Building,Vacant Building Request,2/5/2023,2/5/2023,2/5/2023,2/5/2023,Waverly,NORTHEASTERN,8,NORTHEASTERN,157,39.274806,-76.393457,"39.274806, -76.393457"
SR-100507,In Progress,Phone,Graffiti,Graffiti Request,6/15/2022,6/15/2022,6/15/2022,6/15/2022,Hampden,NORTHWESTERN,13,NORTHWESTERN,466,39.287332,-76.481303,"39.287332, -76.481303"
SR-100508,Open,Phone,Dead Animal,Dead Animal Request,10/7/2019,10/7/2019,10/7/2019,10/7/2019,Park Heights,NORTHEASTERN,1,NORTHEASTERN,216,39.470792,-76.401483,"39.470792, -76.401483"
SR-100509,Open,Phone,Street Light Out,Street Light Out Request,5/12/2023,5/12/2023,5/12/2023,5/12/2023,Guilford,SOUTHERN,2,SOUTHERN,324,39.453003,-76.313682,"39.453003, -76.313682"
SR-100510,In Progress,Phone,Graffiti,Graffiti Request,12/23/2019,12/23/2019,12/23/2019,12/23/2019,Oliver,NORTHEASTERN,5,NORTHEASTERN,680,39.49613,-76.392084,"39.49613, -76.392084"
SR-100511,Closed,Phone,Street Light Out,Street Light Out Request,6/14/2022,6/14/2022,6/14/2022,6/14/2022,Brooklyn,NORTHEASTERN,2,NORTHEASTERN,822,39.499678,-76.597956,"39.499678, -76.597956"
SR-100512,Closed,Phone,Dead Animal,Dead Animal Request,4/15/2022,4/15/2022,4/15/2022,4/15/2022,Hampden,CENTRAL,11,CENTRAL,774,39.450145,-76.455678,"39.450145, -76.455678"
SR-100513,Open,Phone,Dirty Street,Dirty Street Request,2/22/2019,2/22/2019,2/22/2019,2/22/2019,Harlem Park,NORTHEASTERN,14,NORTHEASTERN,664,39.251541,-76.553055,"39.251541, -76.553055"
SR-100514,In Progress,Phone,Vacant Building,Vacant Building Request,3/24/2020,3/24/2020,3/24/2020,3/24/2020,Irvington,NORTHERN,2,NORTHERN,313,39.204665,-76.599974,"39.204665, -76.599974"
SR-100515,In Progress,Phone,Dirty Street,Dirty Street Request,5/28/2021,5/28/2021,5/28/2021,5/28/2021,Middle East,EASTERN,3,EASTERN,765,39.327907,-76.479142,"39.327907, -76.479142"
SR-100516,Open,Phone,Rat Rubout,Rat Rubout Request,5/8/2019,5/8/2019,5/8/2019,5/8/2019,Park Heights,NORTHERN,14,NORTHERN,582,39.41656,-76.349638,"39.41656, -76.349638"
SR-100517,Closed,Phone,Pothole,Pothole Request,12/28/2023,12/28/2023,12/28/2023,12/28/2023,Upton,NORTHEASTERN,2,NORTHEASTERN,423,39.487056,-76.498311,"39.487056, -76.498311"
SR-100518,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,12/4/2019,12/4/2019,12/4/2019,12/4/2019,Guilford,NORTHWESTERN,14,NORTHWESTERN,742,39.383374,-76.326606,"39.383374, -76.326606"
SR-100519,In Progress,Phone,Dead Animal,Dead Animal Request,8/13/2020,8/13/2020,8/13/2020,8/13/2020,Greenmount West,NORTHEASTERN,5,NORTHEASTERN,874,39.439651,-76.389165,"39.439651, -76.389165"
SR-100520,Closed,Phone,Illegal Dumping,Illegal Dumping Request,7/14/2023,7/14/2023,7/14/2023,7/14/2023,Oliver,EASTERN,6,EASTERN,485,39.277001,-76.449272,"39.277001, -76.449272"
SR-100521,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,6/1/2022,6/1/2022,6/1/2022,6/1/2022,Belair-Edison,SOUTHERN,5,SOUTHERN,875,39.253839,-76.479787,"39.253839, -76.479787"
SR-100522,In Progress,Phone,Rat Rubout,Rat Rubout Request,5/22/2023,5/22/2023,5/22/2023,5/22/2023,Harlem Park,EASTERN,12,EASTERN,878,39.324509,-76.567111,"39.324509, -76.567111"
SR-100523,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,2/24/2021,2/24/2021,2/24/2021,2/24/2021,Oliver,SOUTHERN,13,SOUTHERN,218,39.349593,-76.4503,"39.349593, -76.4503"
SR-100524,Closed,Phone,Illegal Dumping,Illegal Dumping Request,2/13/2023,2/13/2023,2/13/2023,2/13/2023,Westport,WESTERN,2,WESTERN,681,39.489353,-76.593682,"39.489353, -76.593682"
SR-100525,Closed,Phone,Rat Rubout,Rat Rubout Request,6/16/2021,6/16/2021,6/16/2021,6/16/2021,Oliver,CENTRAL,9,CENTRAL,490,39.251121,-76.452429,"39.251121, -76.452429"
SR-100526,In Progress,Phone,Vacant Building,Vacant Building Request,5/9/2019,5/9/2019,5/9/2019,5/9/2019,Mount Washington,SOUTHERN,5,SOUTHERN,864,39.227423,-76.5103,"39.227423, -76.5103"
SR-100527,Open,Phone,Street Light Out,Street Light Out Request,3/24/2021,3/24/2021,3/24/2021,3/24/2021,Belair-Edison,WESTERN,9,WESTERN,162,39.437292,-76.594365,"39.437292, -76.594365"
SR-100528,Closed,Phone,Dead Animal,Dead Animal Request,2/11/2019,2/11/2019,2/11/2019,2/11/2019,Pen Lucy,SOUTHERN,7,SOUTHERN,889,39.331476,-76.446461,"39.331476, -76.446461"
SR-100529,In Progress,Phone,Street Light Out,Street Light Out Request,9/9/2022,9/9/2022,9/9/2022,9/9/2022,Roland Park,NORTHWESTERN,2,NORTHWESTERN,520,39.2129,-76.557106,"39.2129, -76.557106"
SR-100530,Closed,Phone,Pothole,Pothole Request,2/10/2023,2/10/2023,2/10/2023,2/10/2023,Guilford,WESTERN,9,WESTERN,180,39.333586,-76.485354,"39.333586, -76.485354"
SR-100531,In Progress,Phone,Graffiti,Graffiti Request,1/14/2019,1/14/2019,1/14/2019,1/14/2019,Johnston Square,CENTRAL,6,CENTRAL,690,39.470502,-76.534011,"39.470502, -76.534011"
SR-100532,In Progress,Phone,Street Light Out,Street Light Out Request,10/24/2020,10/24/2020,10/24/2020,10/24/2020,Oliver,NORTHWESTERN,11,NORTHWESTERN,148,39.31743,-76.37884,"39.31743, -76.37884"
SR-100533,Closed,Phone,Illegal Dumping,Illegal Dumping Request,8/26/2019,8/26/2019,8/26/2019,8/26/2019,Park Heights,SOUTHERN,7,SOUTHERN,114,39.211328,-76.36104,"39.211328, -76.36104"
SR-100534,Closed,Phone,Rat Rubout,Rat Rubout Request,6/25/2022,6/25/2022,6/25/2022,6/25/2022,Upton,CENTRAL,8,CENTRAL,584,39.464173,-76.598367,"39.464173, -76.598367"
SR-100535,Open,Phone,Illegal Dumping,Illegal Dumping Request,9/10/2020,9/10/2020,9/10/2020,9/10/2020,Berea,SOUTHERN,11,SOUTHERN,538,39.336966,-76.569206,"39.336966, -76.569206"
SR-100536,Open,Phone,Street Light Out,Street Light Out Request,1/14/2022,1/14/2022,1/14/2022,1/14/2022,Hampden,EASTERN,12,EASTERN,263,39.239368,-76.572298,"39.239368, -76.572298"
SR-100537,Closed,Phone,Vacant Building,Vacant Building Request,9/25/2020,9/25/2020,9/25/2020,9/25/2020,Waverly,NORTHERN,4,NORTHERN,110,39.375858,-76.564804,"39.375858, -76.564804"
SR-100538,Closed,Phone,Street Light Out,Street Light Out Request,2/12/2020,2/12/2020,2/12/2020,2/12/2020,Clifton Park,WESTERN,10,WESTERN,596,39.485616,-76.376403,"39.485616, -76.376403"
SR-100539,Open,Phone,Vacant Building,Vacant Building Request,7/27/2020,7/27/2020,7/27/2020,7/27/2020,Berea,NORTHWESTERN,9,NORTHWESTERN,794,39.435544,-76.583684,"39.435544, -76.583684"
SR-100540,Closed,Phone,Illegal Dumping,Illegal Dumping Request,11/25/2020,11/25/2020,11/25/2020,11/25/2020,Morrell Park,NORTHEASTERN,13,NORTHEASTERN,393,39.377903,-76.357477,"39.377903, -76.357477"
SR-100541,In Progress,Phone,Rat Rubout,Rat Rubout Request,10/24/2022,10/24/2022,10/24/2022,10/24/2022,Pen Lucy,EASTERN,13,EASTERN,269,39.208777,-76.54709,"39.208777, -76.54709"
SR-100542,In Progress,Phone,Dead Animal,Dead Animal Request,3/2/2022,3/2/2022,3/2/2022,3/2/2022,Park Heights,NORTHERN,14,NORTHERN,672,39.324482,-76.377104,"39.324482, -76.377104"
SR-100543,In Progress,Phone,Pothole,Pothole Request,6/16/2020,6/16/2020,6/16/2020,6/16/2020,Berea,NORTHEASTERN,14,NORTHEASTERN,764,39.437638,-76.345029,"39.437638, -76.345029"
SR-100544,Open,Phone,Dead Animal,Dead Animal Request,12/21/2019,12/21/2019,12/21/2019,12/21/2019,Cherry Hill,CENTRAL,6,CENTRAL,445,39.337304,-76.532055,"39.337304, -76.532055"
SR-100545,Closed,Phone,Parking Complaint,Parking Complaint Request,2/11/2023,2/11/2023,2/11/2023,2/11/2023,Irvington,SOUTHERN,2,SOUTHERN,546,39.331433,-76.486365,"39.331433, -76.486365"
SR-100546,Open,Phone,Rat Rubout,Rat Rubout Request,10/13/2020,10/13/2020,10/13/2020,10/13/2020,Pen Lucy,EASTERN,12,EASTERN,297,39.457896,-76.322892,"39.457896, -76.322892"
SR-100547,Open,Phone,Dead Animal,Dead Animal Request,3/25/2019,3/25/2019,3/25/2019,3/25/2019,Govans,NORTHERN,8,NORTHERN,292,39.494245,-76.487285,"39.494245, -76.487285"
SR-100548,Closed,Phone,Illegal Dumping,Illegal Dumping Request,10/5/2019,10/5/2019,10/5/2019,10/5/2019,Hampden,NORTHWESTERN,13,NORTHWESTERN,662,39.461928,-76.492124,"39.461928, -76.492124"
SR-100549,Closed,Phone,Dirty Street,Dirty Street Request,10/9/2022,10/9/2022,10/9/2022,10/9/2022,Hampden,NORTHEASTERN,8,NORTHEASTERN,309,39.331758,-76.359773,"39.331758, -76.359773"
SR-100550,In Progress,Phone,Dead Animal,Dead Animal Request,8/4/2023,8/4/2023,8/4/2023,8/4/2023,Homeland,CENTRAL,2,CENTRAL,872,39.3908,-76.513748,"39.3908, -76.513748"
SR-100551,Open,Phone,Rat Rubout,Rat Rubout Request,7/13/2019,7/13/2019,7/13/2019,7/13/2019,Harlem Park,NORTHEASTERN,4,NORTHEASTERN,828,39.287862,-76.513841,"39.287862, -76.513841"
SR-100552,Closed,Phone,Vacant Building,Vacant Building Request,4/1/2023,4/1/2023,4/1/2023,4/1/2023,Charles Village,NORTHERN,13,NORTHERN,420,39.329179,-76.532456,"39.329179, -76.532456"
SR-100553,In Progress,Phone,Dirty Street,Dirty Street Request,1/23/2022,1/23/2022,1/23/2022,1/23/2022,Homeland,CENTRAL,8,CENTRAL,139,39.408894,-76.314481,"39.408894, -76.314481"
SR-100554,Open,Phone,Illegal Dumping,Illegal Dumping Request,11/8/2023,11/8/2023,11/8/2023,11/8/2023,Govans,SOUTHERN,5,SOUTHERN,578,39.387146,-76.598406,"39.387146, -76.598406"
SR-100555,Open,Phone,Rat Rubout,Rat Rubout Request,11/27/2019,11/27/2019,11/27/2019,11/27/2019,Roland Park,WESTERN,8,WESTERN,115,39.446431,-76.582694,"39.446431, -76.582694"
SR-100556,Closed,Phone,Street Light Out,Street Light Out Request,10/1/2023,10/1/2023,10/1/2023,10/1/2023,Belair-Edison,EASTERN,4,EASTERN,104,39.327636,-76.489501,"39.327636, -76.489501"
SR-100557,Closed,Phone,Graffiti,Graffiti Request,6/21/2019,6/21/2019,6/21/2019,6/21/2019,Eastwood,NORTHERN,6,NORTHERN,602,39.468507,-76.436374,"39.468507, -76.436374"
SR-100558,In Progress,Phone,Pothole,Pothole Request,4/18/2022,4/18/2022,4/18/2022,4/18/2022,Park Heights,SOUTHERN,5,SOUTHERN,124,39.362582,-76.546015,"39.362582, -76.546015"
SR-100559,Open,Phone,Pothole,Pothole Request,3/17/2023,3/17/2023,3/17/2023,3/17/2023,Govans,NORTHWESTERN,4,NORTHWESTERN,288,39.333324,-76.496658,"39.333324, -76.496658"
SR-100560,Closed,Phone,Illegal Dumping,Illegal Dumping Request,9/12/2020,9/12/2020,9/12/2020,9/12/2020,Sandtown-Winchester,SOUTHERN,2,SOUTHERN,293,39.452664,-76.330491,"39.452664, -76.330491"
SR-100561,Closed,Phone,Street Light Out,Street Light Out Request,8/3/2021,8/3/2021,8/3/2021,8/3/2021,Park Heights,NORTHWESTERN,13,NORTHWESTERN,893,39.365857,-76.457805,"39.365857, -76.457805"
SR-100562,In Progress,Phone,Graffiti,Graffiti Request,2/7/2021,2/7/2021,2/7/2021,2/7/2021,Pimlico,NORTHEASTERN,2,NORTHEASTERN,625,39.463172,-76.409469,"39.463172, -76.409469"
SR-100563,Closed,Phone,Pothole,Pothole Request,5/4/2019,5/4/2019,5/4/2019,5/4/2019,Sandtown-Winchester,SOUTHERN,1,SOUTHERN,604,39.490332,-76.319104,"39.490332, -76.319104"
SR-100564,Open,Phone,Graffiti,Graffiti Request,5/24/2019,5/24/2019,5/24/2019,5/24/2019,Pigtown,CENTRAL,14,CENTRAL,317,39.299366,-76.425857,"39.299366, -76.425857"
SR-100565,In Progress,Phone,Dirty Street,Dirty Street Request,8/14/2020,8/14/2020,8/14/2020,8/14/2020,Brooklyn,NORTHERN,9,NORTHERN,685,39.24362,-76.367709,"39.24362, -76.367709"
SR-100566,In Progress,Phone,Street Light Out,Street Light Out Request,8/8/2021,8/8/2021,8/8/2021,8/8/2021,Roland Park,WESTERN,10,WESTERN,254,39.451209,-76.539081,"39.451209, -76.539081"
SR-100567,Closed,Phone,Parking Complaint,Parking Complaint Request,4/20/2020,4/20/2020,4/20/2020,4/20/2020,Eastwood,SOUTHERN,4,SOUTHERN,521,39.493628,-76.48991,"39.493628, -76.48991"
SR-100568,Open,Phone,Graffiti,Graffiti Request,2/5/2022,2/5/2022,2/5/2022,2/5/2022,Waverly,NORTHEASTERN,14,NORTHEASTERN,404,39.261076,-76.538445,"39.261076, -76.538445"
SR-100569,In Progress,Phone,Graffiti,Graffiti Request,11/11/2020,11/11/2020,11/11/2020,11/11/2020,Irvington,NORTHEASTERN,7,NORTHEASTERN,692,39.370248,-76.331924,"39.370248, -76.331924"
SR-100570,Closed,Phone,Parking Complaint,Parking Complaint Request,7/10/2020,7/10/2020,7/10/2020,7/10/2020,Westport,NORTHERN,2,NORTHERN,773,39.304983,-76.391997,"39.304983, -76.391997"
